#Created by dcGO at 26/04/2016 10:42:29 (day/month/year hour:min:sec)
GO_ID	GO_name	GO_subontology	slim_level
GO:0017159	pantetheine hydrolase activity	molecular_function	Highly  Informative
GO:0003983	UTP:glucose-1-phosphate uridylyltransferase activity	molecular_function	Highly  Informative
GO:0015333	peptide:proton symporter activity	molecular_function	Highly  Informative
GO:0010178	IAA-amino acid conjugate hydrolase activity	molecular_function	Highly  Informative
GO:0004462	lactoylglutathione lyase activity	molecular_function	Highly  Informative
GO:0035651	AP-3 adaptor complex binding	molecular_function	Highly  Informative
GO:0008794	arsenate reductase (glutaredoxin) activity	molecular_function	Highly  Informative
GO:0004667	prostaglandin-D synthase activity	molecular_function	Highly  Informative
GO:0004807	triose-phosphate isomerase activity	molecular_function	Highly  Informative
GO:0004615	phosphomannomutase activity	molecular_function	Highly  Informative
GO:0004698	calcium-dependent protein kinase C activity	molecular_function	Highly  Informative
GO:0015189	L-lysine transmembrane transporter activity	molecular_function	Highly  Informative
GO:0052725	inositol-1,3,4-trisphosphate 6-kinase activity	molecular_function	Highly  Informative
GO:0016844	strictosidine synthase activity	molecular_function	Highly  Informative
GO:0034353	RNA pyrophosphohydrolase activity	molecular_function	Highly  Informative
GO:0004750	ribulose-phosphate 3-epimerase activity	molecular_function	Highly  Informative
GO:0004069	L-aspartate:2-oxoglutarate aminotransferase activity	molecular_function	Highly  Informative
GO:0008452	RNA ligase activity	molecular_function	Highly  Informative
GO:0001646	cAMP receptor activity	molecular_function	Highly  Informative
GO:0050786	RAGE receptor binding	molecular_function	Highly  Informative
GO:0070513	death domain binding	molecular_function	Highly  Informative
GO:0015123	acetate transmembrane transporter activity	molecular_function	Highly  Informative
GO:0050314	sym-norspermidine synthase activity	molecular_function	Highly  Informative
GO:0004797	thymidine kinase activity	molecular_function	Highly  Informative
GO:0015616	DNA translocase activity	molecular_function	Highly  Informative
GO:0008865	fructokinase activity	molecular_function	Highly  Informative
GO:0005000	vasopressin receptor activity	molecular_function	Highly  Informative
GO:0032791	lead ion binding	molecular_function	Highly  Informative
GO:0016985	mannan endo-1,4-beta-mannosidase activity	molecular_function	Highly  Informative
GO:0045505	dynein intermediate chain binding	molecular_function	Highly  Informative
GO:0008936	nicotinamidase activity	molecular_function	Highly  Informative
GO:0050121	N-acylglucosamine 2-epimerase activity	molecular_function	Highly  Informative
GO:0047020	15-hydroxyprostaglandin-D dehydrogenase (NADP+) activity	molecular_function	Highly  Informative
GO:0004632	phosphopantothenate--cysteine ligase activity	molecular_function	Highly  Informative
GO:0003952	NAD+ synthase (glutamine-hydrolyzing) activity	molecular_function	Highly  Informative
GO:0016807	cysteine-type carboxypeptidase activity	molecular_function	Highly  Informative
GO:0097602	cullin family protein binding	molecular_function	Highly  Informative
GO:0005149	interleukin-1 receptor binding	molecular_function	Highly  Informative
GO:0004655	porphobilinogen synthase activity	molecular_function	Highly  Informative
GO:0055077	gap junction hemi-channel activity	molecular_function	Highly  Informative
GO:0004156	dihydropteroate synthase activity	molecular_function	Highly  Informative
GO:0003834	beta-carotene 15,15'-monooxygenase activity	molecular_function	Highly  Informative
GO:0005365	myo-inositol transmembrane transporter activity	molecular_function	Highly  Informative
GO:0004058	aromatic-L-amino-acid decarboxylase activity	molecular_function	Highly  Informative
GO:0005148	prolactin receptor binding	molecular_function	Highly  Informative
GO:0001972	retinoic acid binding	molecular_function	Highly  Informative
GO:0000034	adenine deaminase activity	molecular_function	Highly  Informative
GO:0035612	AP-2 adaptor complex binding	molecular_function	Highly  Informative
GO:0046922	peptide-O-fucosyltransferase activity	molecular_function	Highly  Informative
GO:0008010	structural constituent of chitin-based larval cuticle	molecular_function	Highly  Informative
GO:0047409	alkenylglycerophosphoethanolamine hydrolase activity	molecular_function	Highly  Informative
GO:0070336	flap-structured DNA binding	molecular_function	Highly  Informative
GO:0004150	dihydroneopterin aldolase activity	molecular_function	Highly  Informative
GO:0004014	adenosylmethionine decarboxylase activity	molecular_function	Highly  Informative
GO:0045550	geranylgeranyl reductase activity	molecular_function	Highly  Informative
GO:0004338	glucan exo-1,3-beta-glucosidase activity	molecular_function	Highly  Informative
GO:0003920	GMP reductase activity	molecular_function	Highly  Informative
GO:0050038	L-xylulose reductase (NADP+) activity	molecular_function	Highly  Informative
GO:0016300	tRNA (uracil) methyltransferase activity	molecular_function	Highly  Informative
GO:0008391	arachidonic acid monooxygenase activity	molecular_function	Highly  Informative
GO:0004594	pantothenate kinase activity	molecular_function	Highly  Informative
GO:0004310	farnesyl-diphosphate farnesyltransferase activity	molecular_function	Highly  Informative
GO:0008650	rRNA (uridine-2'-O-)-methyltransferase activity	molecular_function	Highly  Informative
GO:1990247	N6-methyladenosine-containing RNA binding	molecular_function	Highly  Informative
GO:0004042	acetyl-CoA:L-glutamate N-acetyltransferase activity	molecular_function	Highly  Informative
GO:0046921	alpha-(1->6)-fucosyltransferase activity	molecular_function	Highly  Informative
GO:0015194	L-serine transmembrane transporter activity	molecular_function	Highly  Informative
GO:0004765	shikimate kinase activity	molecular_function	Highly  Informative
GO:0019137	thioglucosidase activity	molecular_function	Highly  Informative
GO:0015105	arsenite transmembrane transporter activity	molecular_function	Highly  Informative
GO:0033857	diphosphoinositol-pentakisphosphate kinase activity	molecular_function	Highly  Informative
GO:0008825	cyclopropane-fatty-acyl-phospholipid synthase activity	molecular_function	Highly  Informative
GO:0004464	leukotriene-C4 synthase activity	molecular_function	Highly  Informative
GO:0043906	Ala-tRNA(Pro) hydrolase activity	molecular_function	Highly  Informative
GO:0035226	glutamate-cysteine ligase catalytic subunit binding	molecular_function	Highly  Informative
GO:0004347	glucose-6-phosphate isomerase activity	molecular_function	Highly  Informative
GO:0072590	N-acetyl-L-aspartate-L-glutamate ligase activity	molecular_function	Highly  Informative
GO:0010427	abscisic acid binding	molecular_function	Highly  Informative
GO:0008453	alanine-glyoxylate transaminase activity	molecular_function	Highly  Informative
GO:0016414	O-octanoyltransferase activity	molecular_function	Highly  Informative
GO:0016422	mRNA (2'-O-methyladenosine-N6-)-methyltransferase activity	molecular_function	Highly  Informative
GO:0047631	ADP-ribose diphosphatase activity	molecular_function	Highly  Informative
GO:0010385	double-stranded methylated DNA binding	molecular_function	Highly  Informative
GO:0004083	bisphosphoglycerate 2-phosphatase activity	molecular_function	Highly  Informative
GO:0016688	L-ascorbate peroxidase activity	molecular_function	Highly  Informative
GO:0036054	protein-malonyllysine demalonylase activity	molecular_function	Highly  Informative
GO:0009000	selenocysteine lyase activity	molecular_function	Highly  Informative
GO:0015136	sialic acid transmembrane transporter activity	molecular_function	Highly  Informative
GO:0004301	epoxide hydrolase activity	molecular_function	Highly  Informative
GO:0016018	cyclosporin A binding	molecular_function	Highly  Informative
GO:0015120	phosphoglycerate transmembrane transporter activity	molecular_function	Highly  Informative
GO:0004582	dolichyl-phosphate beta-D-mannosyltransferase activity	molecular_function	Highly  Informative
GO:0008116	prostaglandin-I synthase activity	molecular_function	Highly  Informative
GO:0004801	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity	molecular_function	Highly  Informative
GO:0015137	citrate transmembrane transporter activity	molecular_function	Highly  Informative
GO:0042131	thiamine phosphate phosphatase activity	molecular_function	Highly  Informative
GO:0048365	Rac GTPase binding	molecular_function	Highly  Informative
GO:0005186	pheromone activity	molecular_function	Highly  Informative
GO:0019172	glyoxalase III activity	molecular_function	Highly  Informative
GO:0017005	3'-tyrosyl-DNA phosphodiesterase activity	molecular_function	Highly  Informative
GO:0008962	phosphatidylglycerophosphatase activity	molecular_function	Highly  Informative
GO:0004693	cyclin-dependent protein serine/threonine kinase activity	molecular_function	Highly  Informative
GO:0009013	succinate-semialdehyde dehydrogenase [NAD(P)+] activity	molecular_function	Highly  Informative
GO:0035410	dihydrotestosterone 17-beta-dehydrogenase activity	molecular_function	Highly  Informative
GO:0004045	aminoacyl-tRNA hydrolase activity	molecular_function	Highly  Informative
GO:0008499	UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase activity	molecular_function	Highly  Informative
GO:0031841	neuropeptide Y receptor binding	molecular_function	Highly  Informative
GO:0030385	ferredoxin:thioredoxin reductase activity	molecular_function	Highly  Informative
GO:0004123	cystathionine gamma-lyase activity	molecular_function	Highly  Informative
GO:0043424	protein histidine kinase binding	molecular_function	Highly  Informative
GO:0015018	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity	molecular_function	Highly  Informative
GO:0004640	phosphoribosylanthranilate isomerase activity	molecular_function	Highly  Informative
GO:0008124	4-alpha-hydroxytetrahydrobiopterin dehydratase activity	molecular_function	Highly  Informative
GO:0008935	1,4-dihydroxy-2-naphthoyl-CoA synthase activity	molecular_function	Highly  Informative
GO:0005104	fibroblast growth factor receptor binding	molecular_function	Highly  Informative
GO:0005452	inorganic anion exchanger activity	molecular_function	Highly  Informative
GO:0038021	leptin receptor activity	molecular_function	Highly  Informative
GO:0004707	MAP kinase activity	molecular_function	Highly  Informative
GO:0031278	alpha-1,2-galactosyltransferase activity	molecular_function	Highly  Informative
GO:1990698	palmitoleoyltransferase activity	molecular_function	Highly  Informative
GO:0071111	cyclic-guanylate-specific phosphodiesterase activity	molecular_function	Highly  Informative
GO:0050544	arachidonic acid binding	molecular_function	Highly  Informative
GO:0004341	gluconolactonase activity	molecular_function	Highly  Informative
GO:0005542	folic acid binding	molecular_function	Highly  Informative
GO:0015180	L-alanine transmembrane transporter activity	molecular_function	Highly  Informative
GO:0033192	calmodulin-dependent protein phosphatase activity	molecular_function	Highly  Informative
GO:0004053	arginase activity	molecular_function	Highly  Informative
GO:0003865	3-oxo-5-alpha-steroid 4-dehydrogenase activity	molecular_function	Highly  Informative
GO:0004516	nicotinate phosphoribosyltransferase activity	molecular_function	Highly  Informative
GO:0003956	NAD(P)+-protein-arginine ADP-ribosyltransferase activity	molecular_function	Highly  Informative
GO:0008676	3-deoxy-8-phosphooctulonate synthase activity	molecular_function	Highly  Informative
GO:0004121	cystathionine beta-lyase activity	molecular_function	Highly  Informative
GO:0004817	cysteine-tRNA ligase activity	molecular_function	Highly  Informative
GO:0030429	kynureninase activity	molecular_function	Highly  Informative
GO:0005290	L-histidine transmembrane transporter activity	molecular_function	Highly  Informative
GO:0004411	homogentisate 1,2-dioxygenase activity	molecular_function	Highly  Informative
GO:0052885	all-trans-retinyl-ester hydrolase, 11-cis retinol forming activity	molecular_function	Highly  Informative
GO:0008673	2-dehydro-3-deoxygluconokinase activity	molecular_function	Highly  Informative
