Tumor	Normal_transcript	Tumor_transcript	Random	nIsoLength	tIsoLength	nIsoSpecificLength	tIsoSpecificLength
kich	uc003lrl.2	uc011dcd.1	NonRandom	972	501	491	20
kich	uc010tqz.1	uc001xaw.1	NonRandom	142	0	0	0
kich	uc010cdu.2	uc002ept.2	NonRandom	195	248	0	53
kich	uc011lsa.1	uc004aik.2	NonRandom	1383	217	1166	0
kich	uc002pbx.3	uc002pca.3	NonRandom	338	289	49	0
kich	uc010efm.2	uc010xts.1	NonRandom	406	406	0	0
kich	uc001kjj.2	uc001kjh.2	NonRandom	0	0	0	0
kich	uc003dzz.2	uc003eac.2	NonRandom	1115	407	727	19
kich	uc002acj.2	uc010bfh.1	NonRandom	1102	0	0	0
kich	uc011cep.1	uc011ceq.1	NonRandom	969	968	1	0
kich	uc003ehx.3	uc010hsa.2	NonRandom	794	794	0	0
kich	uc002fxp.2	uc010ckp.2	NonRandom	1168	1111	108	51
kich	uc003bsa.2	uc010hcl.2	NonRandom	598	292	306	0
kich	uc001wxq.1	uc001wxo.1	NonRandom	0	229	0	0
kich	uc002rgq.2	uc002rgg.2	NonRandom	620	256	371	7
kich	uc003nyn.1	uc011dov.1	NonRandom	1246	1053	193	0
kich	uc010uza.1	uc002dcj.2	NonRandom	1099	344	755	0
kich	uc003lgx.2	uc011czu.1	NonRandom	506	332	174	0
kich	uc010bnp.1	uc002bnp.1	NonRandom	1328	1088	240	0
kich	uc003xdo.2	uc003xdn.1	NonRandom	338	155	191	8
kich	uc003aml.2	uc003amk.2	NonRandom	0	0	0	0
kich	uc001mjc.2	uc009ygf.2	NonRandom	907	701	206	0
kich	uc004cgr.3	uc010nbg.2	NonRandom	1602	1324	1602	1324
kich	uc001epe.2	uc010ozn.1	NonRandom	272	115	240	83
kich	uc003dna.3	uc010hob.2	NonRandom	432	179	253	0
kich	uc001khl.2	uc009xty.1	NonRandom	776	365	411	0
kich	uc003xmr.2	uc003xms.2	NonRandom	819	0	0	0
kich	uc001hmc.2	uc001hmd.2	NonRandom	1012	348	664	0
kich	uc001slc.2	uc001slb.2	NonRandom	851	393	458	0
kich	uc001sui.2	uc009zrg.2	NonRandom	497	213	284	0
kich	uc003tnp.2	uc003tno.3	NonRandom	259	257	2	0
kich	uc002fww.2	uc010ckm.1	NonRandom	399	211	399	211
kich	uc003elr.3	uc003elq.3	NonRandom	170	177	0	7
kich	uc003yjs.1	uc011lhd.1	NonRandom	636	591	45	0
kich	uc010kkl.1	uc010kkk.1	NonRandom	644	165	479	0
kich	uc002slv.3	uc002slw.2	NonRandom	198	194	69	65
kich	uc002ooi.1	uc010xvp.1	NonRandom	1556	384	1172	0
kich	uc003cop.1	uc010hit.1	NonRandom	903	860	43	0
kich	uc003xln.1	uc003xll.1	NonRandom	288	396	12	120
kich	uc010dbf.2	uc002inn.2	NonRandom	431	431	0	0
kich	uc001jrm.2	uc009xqk.2	NonRandom	568	0	0	0
kich	uc002yzf.1	uc010gop.1	NonRandom	715	197	518	0
kich	uc003iqb.2	uc010iqs.2	NonRandom	617	539	78	0
kich	uc010fru.2	uc010zfw.1	NonRandom	304	201	103	0
kich	uc001www.2	uc010tqg.1	NonRandom	406	361	104	59
kich	uc003eqa.3	uc003eqb.3	NonRandom	643	567	76	0
kich	uc003usk.1	uc003usm.1	NonRandom	563	350	213	0
kich	uc010bwh.2	uc010vbb.1	NonRandom	598	691	0	93
kich	uc004bsa.2	uc011mak.1	NonRandom	703	506	197	0
kich	uc003bmj.3	uc010hbe.2	NonRandom	88	88	88	88
kich	uc002joc.2	uc010wsc.1	NonRandom	1202	1120	82	0
kich	uc003irb.2	uc011cjm.1	NonRandom	593	597	9	13
kich	uc003stj.2	uc003stp.2	NonRandom	419	267	152	0
kich	uc003yvn.2	uc010men.2	NonRandom	859	782	77	0
kich	uc004brb.1	uc004brg.1	NonRandom	723	154	569	0
kich	uc001vtr.1	uc010agw.1	NonRandom	259	126	133	0
kich	uc001wkg.3	uc001wkb.3	NonRandom	230	0	0	0
kich	uc001dvj.1	uc010ouv.1	NonRandom	287	251	36	0
kich	uc002vlr.2	uc002vls.2	NonRandom	420	420	0	0
kich	uc002jyc.1	uc002jyb.1	NonRandom	606	606	0	0
kich	uc001zwj.3	uc001zwh.3	NonRandom	576	188	388	0
kich	uc003xzp.2	uc011lfg.1	NonRandom	479	398	140	59
kich	uc002baj.2	uc010uml.1	NonRandom	1273	1273	0	0
kich	uc001avk.2	uc009voe.2	NonRandom	1481	0	0	0
kich	uc011beg.1	uc003dee.3	NonRandom	1504	993	511	0
kich	uc002ual.3	uc002uak.3	NonRandom	476	476	0	0
kich	uc001jsm.2	uc001jsl.2	NonRandom	524	248	276	0
kich	uc002rpa.1	uc010ynd.1	NonRandom	518	349	175	6
kich	uc001bgf.2	uc010odu.1	NonRandom	986	928	58	0
kich	uc003ukr.2	uc003uks.2	NonRandom	244	244	0	0
kich	uc001wqy.3	uc001wqz.3	NonRandom	144	0	0	0
kich	uc002xka.1	uc002xjz.1	NonRandom	2715	252	2463	0
kich	uc004cuw.2	uc011mig.1	NonRandom	521	372	155	6
kich	uc003nxe.2	uc003nxf.1	NonRandom	1264	179	1086	1
kich	uc010zdi.1	uc002ufu.3	NonRandom	1888	394	1494	0
kich	uc003zrb.2	uc003zrc.2	NonRandom	1045	978	67	0
kich	uc002zri.2	uc002zrj.2	NonRandom	773	416	357	0
kich	uc003sqa.2	uc011jwt.1	NonRandom	672	486	227	41
kich	uc002kxc.3	uc002kxb.3	NonRandom	1435	1381	54	0
kich	uc001kig.2	uc001kih.2	NonRandom	804	0	0	0
kich	uc003mlx.2	uc010jle.2	NonRandom	557	552	5	0
kich	uc003vfx.2	uc003vfv.2	NonRandom	1966	279	1699	12
kich	uc001igt.1	uc001igs.1	NonRandom	1037	142	898	3
kich	uc009xwy.1	uc009xwx.1	NonRandom	689	0	0	0
kich	uc001siy.2	uc001siz.2	NonRandom	545	545	0	0
kich	uc003han.3	uc003hao.1	NonRandom	1089	186	935	32
kich	uc001pjz.3	uc010rvv.1	NonRandom	1427	483	944	0
kich	uc001rew.2	uc009zir.2	NonRandom	500	206	294	0
kich	uc003iyb.2	uc003iyc.2	NonRandom	573	553	20	0
kich	uc002ejb.2	uc002ejc.2	NonRandom	542	402	140	0
kich	uc002nkf.2	uc002nkh.2	NonRandom	1118	373	745	0
kich	uc001kga.3	uc010qnf.1	NonRandom	399	204	195	0
kich	uc002pke.3	uc010emc.2	NonRandom	343	343	0	0
kich	uc003fmz.2	uc003fnb.2	NonRandom	709	390	319	0
kich	uc003man.1	uc011des.1	NonRandom	533	328	208	3
kich	uc009xhm.1	uc009xhn.1	NonRandom	495	0	0	0
kich	uc001irh.2	uc009xkg.2	NonRandom	326	469	0	143
kich	uc003svs.3	uc011jyv.1	NonRandom	586	316	270	0
kich	uc002ihn.2	uc010wje.1	NonRandom	972	937	972	937
kich	uc003wth.2	uc003wti.2	NonRandom	328	174	196	42
kich	uc003him.2	uc003hin.2	NonRandom	222	180	42	0
kich	uc001dov.3	uc001dow.3	NonRandom	422	422	0	0
kich	uc003ilf.2	uc003ili.2	NonRandom	786	219	572	5
kich	uc002bgt.1	uc002bgs.1	NonRandom	1120	491	629	0
kich	uc002fii.2	uc010vof.1	NonRandom	798	360	438	0
kich	uc003yjw.2	uc011lhg.1	NonRandom	245	125	120	0
kich	uc011kql.1	uc011kqk.1	NonRandom	1950	734	1224	8
kich	uc001kuq.2	uc001kur.2	NonRandom	700	418	282	0
kich	uc010myj.2	uc010myl.2	NonRandom	400	219	181	0
kich	uc009ytl.2	uc001oth.3	NonRandom	740	684	56	0
kich	uc002pra.2	uc002pqx.2	NonRandom	522	522	0	0
kich	uc010bek.2	uc001zwb.2	NonRandom	1073	1011	75	13
kich	uc009vos.1	uc001aza.3	NonRandom	1092	0	0	0
kich	uc003yhl.2	uc003yhj.2	NonRandom	241	333	7	99
kich	uc002pzc.2	uc002pzb.3	NonRandom	577	0	0	0
kich	uc004dfp.3	uc004dfq.3	NonRandom	381	381	0	0
kich	uc002jbc.2	uc010wpn.1	NonRandom	342	142	200	0
kich	uc010qqg.1	uc001kty.2	NonRandom	214	168	108	62
kich	uc002rji.2	uc010eyw.2	NonRandom	2225	2162	63	0
kich	uc001emf.1	uc001eln.3	NonRandom	738	239	738	239
kich	uc002xct.2	uc002xcv.2	NonRandom	383	346	37	0
kich	uc003csb.2	uc003crw.2	NonRandom	1152	231	921	0
kich	uc001hks.2	uc009xdn.2	NonRandom	815	539	276	0
kich	uc002msm.2	uc010dyi.1	NonRandom	610	566	44	0
kich	uc001eum.3	uc010pca.1	NonRandom	683	642	41	0
kich	uc003mwu.2	uc003mwt.2	NonRandom	142	168	19	45
kich	uc001snt.2	uc009zpn.1	NonRandom	990	272	820	102
kich	uc011ean.1	uc003psn.2	NonRandom	453	235	453	235
kich	uc003zdh.3	uc011lli.1	NonRandom	496	496	0	0
kich	uc002wxh.2	uc002wxi.2	NonRandom	526	504	22	0
kich	uc001mjs.2	uc009ygi.2	NonRandom	1355	157	1198	0
kich	uc001zmw.1	uc010bcc.1	NonRandom	296	296	0	0
kich	uc001hpo.2	uc010pvj.1	NonRandom	366	359	366	359
kich	uc001xce.2	uc010trc.1	NonRandom	1300	334	1000	34
kich	uc003jvp.2	uc010ixc.2	NonRandom	247	228	19	0
kich	uc003fwa.3	uc011btr.1	NonRandom	760	478	282	0
kich	uc004bpr.2	uc004bpt.2	NonRandom	1439	493	995	49
kich	uc003wit.3	uc003wiv.3	NonRandom	1241	435	806	0
kich	uc003xis.2	uc010lvn.2	NonRandom	241	207	34	0
kich	uc004bov.2	uc004bow.2	NonRandom	652	438	223	9
kich	uc003ziq.1	uc003zir.1	NonRandom	227	157	70	0
kich	uc002eyy.2	uc002eyz.2	NonRandom	1084	575	509	0
kich	uc002jkv.2	uc010dfs.2	NonRandom	299	103	196	0
kich	uc003bxd.2	uc011aus.1	NonRandom	416	373	43	0
kich	uc004csx.3	uc010ndt.2	NonRandom	1092	0	0	0
kich	uc001xip.2	uc001xis.2	NonRandom	575	169	420	14
kich	uc004eaa.1	uc004eac.2	NonRandom	1046	907	177	38
kich	uc010rcu.1	uc001mmm.2	NonRandom	1272	224	1067	19
kich	uc001nxb.2	uc001nxa.2	NonRandom	327	336	0	9
kich	uc010tlt.1	uc010tls.1	NonRandom	216	170	46	0
kich	uc003qcs.1	uc003qcr.1	NonRandom	1368	223	1145	0
kich	uc001sln.2	uc009zou.2	NonRandom	407	205	297	95
kich	uc003zxe.1	uc003zxf.1	NonRandom	196	0	0	0
kich	uc001trs.1	uc010syd.1	NonRandom	273	253	20	0
kich	uc003lbf.3	uc010jee.2	NonRandom	683	0	0	0
kich	uc001utj.2	uc010tds.1	NonRandom	858	782	114	38
kich	uc002ukc.1	uc002ukd.1	NonRandom	428	305	123	0
kich	uc003aqc.3	uc003aqa.3	NonRandom	903	897	6	0
kich	uc003nqz.2	uc003nqy.2	NonRandom	1041	560	515	34
kich	uc010dkh.2	uc010dkg.2	NonRandom	176	176	0	0
kich	uc001pbl.2	uc001pbk.2	NonRandom	610	0	0	0
kich	uc009xqz.2	uc001jtq.2	NonRandom	582	422	162	2
kich	uc003xyg.2	uc003xyi.1	NonRandom	871	280	871	280
kich	uc001zxe.1	uc001zxd.1	NonRandom	1101	1056	45	0
kich	uc009zsv.2	uc010sut.1	NonRandom	307	615	0	308
kich	uc002cmb.2	uc002clz.2	NonRandom	1462	1075	387	0
kich	uc002hzq.2	uc002hzu.2	NonRandom	831	125	831	125
kich	uc003pmr.2	uc011dzu.1	NonRandom	597	514	83	0
kich	uc001rhr.2	uc001rhs.2	NonRandom	464	0	0	0
kich	uc003ocg.2	uc011dqi.1	NonRandom	808	547	261	0
kich	uc004exe.1	uc004exd.1	NonRandom	580	452	128	0
kich	uc002uwm.2	uc002uwl.2	NonRandom	377	350	27	0
kich	uc003stv.2	uc010kub.2	NonRandom	957	363	594	0
kich	uc004can.3	uc004cap.3	NonRandom	2229	375	1855	1
kich	uc001xzy.2	uc001xzz.3	NonRandom	1979	0	0	0
kich	uc002iga.2	uc010wiv.1	NonRandom	347	129	218	0
kich	uc002uxd.3	uc002uxb.3	NonRandom	480	480	0	0
kich	uc001xxy.2	uc001xxz.2	NonRandom	608	608	0	0
kich	uc004bgs.2	uc004bgr.2	NonRandom	1219	656	563	0
kich	uc003iwu.1	uc003iws.1	NonRandom	698	258	440	0
kich	uc001kwv.2	uc010qqq.1	NonRandom	800	745	55	0
kich	uc011cyo.1	uc003lcj.2	NonRandom	872	890	0	18
kich	uc002xge.1	uc002xgd.1	NonRandom	0	1016	0	0
kich	uc002nfe.2	uc002nff.2	NonRandom	410	409	1	0
kich	uc002oyj.1	uc010ejf.1	NonRandom	706	706	0	0
kich	uc010drp.2	uc002lor.2	NonRandom	253	289	0	36
kich	uc001bef.2	uc009vpz.2	NonRandom	1621	1305	317	1
kich	uc002sen.3	uc010fde.2	NonRandom	350	290	68	8
kich	uc003ugh.2	uc010lds.2	NonRandom	780	512	268	0
kich	uc001eae.3	uc001ead.3	NonRandom	266	266	0	0
kich	uc002mwg.1	uc002mwe.2	NonRandom	440	433	8	1
kich	uc003juj.1	uc011cqz.1	NonRandom	1302	610	809	117
kich	uc002gpy.2	uc002gpz.2	NonRandom	764	334	430	0
kich	uc003lnx.1	uc011dbq.1	NonRandom	1176	1130	46	0
kich	uc011lwa.1	uc004bde.2	NonRandom	403	409	31	37
kich	uc003hnx.3	uc010ijv.2	NonRandom	749	528	221	0
kich	uc010juy.2	uc010juz.2	NonRandom	1312	997	351	36
kich	uc003mli.2	uc003mlg.2	NonRandom	1233	409	824	0
kich	uc001nlt.3	uc001nlo.3	NonRandom	832	861	0	29
kich	uc002lwr.2	uc010xha.1	NonRandom	555	523	32	0
kich	uc003esl.2	uc003esm.2	NonRandom	597	554	46	3
kich	uc002ugn.2	uc010zdn.1	NonRandom	766	670	111	15
kich	uc003jhy.2	uc003jhz.2	NonRandom	723	619	110	6
kich	uc003ltq.2	uc011dcq.1	NonRandom	296	0	0	0
kich	uc003hcl.1	uc003hcm.1	NonRandom	1174	667	507	0
kich	uc003wvl.3	uc010lse.2	NonRandom	0	296	0	0
kich	uc002ryk.2	uc002ryl.2	NonRandom	156	0	0	0
kich	uc001ojd.2	uc001ojc.1	NonRandom	2390	174	2390	174
kich	uc003lbz.2	uc003lcb.2	NonRandom	915	791	146	22
kich	uc010szf.1	uc010sze.1	NonRandom	270	244	121	95
kich	uc003mjl.2	uc003mjm.2	NonRandom	612	612	0	0
kich	uc001myh.1	uc001mye.3	NonRandom	0	248	0	0
kich	uc003hju.1	uc011cbu.1	NonRandom	478	335	143	0
kich	uc001ymm.1	uc010awo.1	NonRandom	654	314	377	37
kich	uc003fgs.2	uc003fgt.2	NonRandom	596	151	445	0
kich	uc002jyf.2	uc002jyg.1	NonRandom	1063	1281	324	542
kich	uc003lud.3	uc003lue.3	NonRandom	956	4349	0	3393
kich	uc003wco.2	uc011ktb.1	NonRandom	452	202	250	0
kich	uc001ovi.2	uc001ovh.2	NonRandom	429	451	55	77
kich	uc003kop.1	uc011cvg.1	NonRandom	822	647	175	0
kich	uc001lgw.2	uc001lgx.2	NonRandom	445	347	98	0
kich	uc001vcw.2	uc001vcx.2	NonRandom	337	337	0	0
kich	uc003ksj.2	uc011cwj.1	NonRandom	736	589	147	0
kich	uc002jgv.1	uc002jgs.1	NonRandom	360	360	0	0
kich	uc011mos.1	uc004dvl.2	NonRandom	495	516	0	21
kich	uc003wwk.1	uc011kxx.1	NonRandom	1091	1017	74	0
kich	uc001rkq.3	uc001rko.3	NonRandom	258	240	18	0
kich	uc001isb.2	uc010qdb.1	NonRandom	1958	0	0	0
kich	uc003cjg.2	uc003cjh.2	NonRandom	589	589	0	0
kich	uc002hhf.1	uc010csx.1	NonRandom	306	428	143	265
kich	uc009yum.1	uc010rsh.1	NonRandom	267	230	37	0
kich	uc001gee.2	uc010plh.1	NonRandom	743	680	63	0
kich	uc003ojr.2	uc003ojs.2	NonRandom	298	232	66	0
kich	uc003jeb.2	uc003jec.2	NonRandom	662	0	0	0
kich	uc001qxb.2	uc001qxd.2	NonRandom	280	237	43	0
kich	uc002pqt.1	uc002pqw.1	NonRandom	567	575	5	13
kich	uc001zfh.1	uc001zfi.1	NonRandom	777	333	447	3
kich	uc011cdi.1	uc011cdl.1	NonRandom	1022	0	0	0
kich	uc003hgo.2	uc003hgq.2	NonRandom	2490	2352	270	132
kich	uc002grz.3	uc002grv.3	NonRandom	507	240	267	0
kich	uc001tlp.2	uc001tlq.2	NonRandom	1133	1075	58	0
kich	uc003phn.3	uc010kax.2	NonRandom	495	154	341	0
kich	uc003ljp.1	uc003ljq.1	NonRandom	820	931	13	124
kich	uc001juv.3	uc010qkm.1	NonRandom	0	0	0	0
kich	uc004awp.1	uc011lup.1	NonRandom	699	567	132	0
kich	uc001dkt.2	uc009wcl.2	NonRandom	891	852	39	0
kich	uc003ssn.3	uc003sso.3	NonRandom	715	468	247	0
kich	uc010zmo.1	uc010zmp.1	NonRandom	1160	1159	1	0
kich	uc001rpg.2	uc010sli.1	NonRandom	506	344	188	26
kich	uc010dht.2	uc002jxm.3	NonRandom	1142	925	226	9
kich	uc001gej.3	uc001gei.3	NonRandom	163	164	0	1
kich	uc002cpy.1	uc010bsk.1	NonRandom	1704	1646	58	0
kich	uc002pjv.2	uc002pjr.2	NonRandom	618	654	0	36
kich	uc002gdb.1	uc002gcw.1	NonRandom	248	248	4	4
kich	uc010fks.2	uc002tjr.3	NonRandom	0	0	0	0
kich	uc009zqf.2	uc010ssg.1	NonRandom	119	145	0	26
kich	uc009wwd.2	uc010pmn.1	NonRandom	1210	883	334	7
kich	uc002rjw.1	uc010eyy.1	NonRandom	911	366	545	0
kich	uc002mcg.2	uc010xiu.1	NonRandom	917	716	203	2
kich	uc009wws.2	uc001gkn.3	NonRandom	99	99	0	0
kich	uc011lyf.1	uc004bkr.2	NonRandom	371	0	0	0
kich	uc004esv.2	uc010nqq.2	NonRandom	895	614	283	2
kich	uc002sno.2	uc010ffs.2	NonRandom	781	343	438	0
kich	uc011dur.1	uc011dut.1	NonRandom	1754	342	1412	0
kich	uc002fhl.3	uc010vnw.1	NonRandom	725	489	252	16
kich	uc003hlp.1	uc003hlq.1	NonRandom	311	193	118	0
kich	uc001usb.3	uc010aap.2	NonRandom	1338	343	995	0
kich	uc010ilv.2	uc003hyb.2	NonRandom	893	636	261	4
kich	uc003prt.2	uc011eak.1	NonRandom	399	263	136	0
kich	uc001bqe.1	uc001bqg.1	NonRandom	438	421	17	0
kich	uc002oja.1	uc002ojb.1	NonRandom	911	233	678	0
kich	uc003kus.2	uc010jdg.2	NonRandom	1212	1196	16	0
kich	uc001qoo.2	uc010sfd.1	NonRandom	1401	1356	88	43
kich	uc001sip.2	uc010spx.1	NonRandom	661	575	86	0
kich	uc002bvf.2	uc010bot.2	NonRandom	499	429	114	44
kich	uc011lkp.1	uc003yzd.2	NonRandom	496	536	0	40
kich	uc001dbs.1	uc010opb.1	NonRandom	678	403	275	0
kich	uc001gyq.3	uc010pqd.1	NonRandom	375	299	76	0
kich	uc001daf.3	uc001dah.3	NonRandom	133	995	0	862
kich	uc010xrf.1	uc002noz.2	NonRandom	0	0	0	0
kich	uc004arv.2	uc004arw.2	NonRandom	1167	399	787	19
kich	uc003fgx.2	uc011bpt.1	NonRandom	207	165	76	34
kich	uc010sbs.1	uc009zch.2	NonRandom	441	225	216	0
kich	uc003lcw.2	uc011cyr.1	NonRandom	392	120	392	120
kich	uc001ccx.2	uc001ccy.2	NonRandom	106	106	0	0
kich	uc001jrd.3	uc001jre.3	NonRandom	856	147	709	0
kich	uc003upa.1	uc010lfp.1	NonRandom	0	0	0	0
kich	uc003kfl.2	uc003kfm.2	NonRandom	337	0	0	0
kich	uc003nui.2	uc003nuj.2	NonRandom	233	172	233	172
kich	uc001cbo.2	uc001cbn.2	NonRandom	265	0	0	0
kich	uc009vwb.2	uc001cfo.2	NonRandom	526	526	0	0
kich	uc003oed.2	uc003oec.2	NonRandom	740	740	0	0
kich	uc001zqo.2	uc010bcy.2	NonRandom	1244	1175	73	4
kich	uc004dco.1	uc004dcp.1	NonRandom	635	622	13	0
kich	uc003cfc.1	uc010hfw.1	NonRandom	744	439	305	0
kich	uc001pfb.2	uc001pfc.2	NonRandom	956	906	50	0
kich	uc001wyi.2	uc001wyk.2	NonRandom	2133	1377	781	25
kich	uc001hdh.1	uc001hdg.1	NonRandom	513	134	379	0
kich	uc010xde.1	uc002ldf.2	NonRandom	211	238	8	35
kich	uc001knt.2	uc001knq.2	NonRandom	1030	293	737	0
kich	uc003lii.2	uc011dag.1	NonRandom	1007	883	152	28
kich	uc002ixg.1	uc002ixf.1	NonRandom	0	360	0	0
kich	uc003hql.1	uc010ikj.1	NonRandom	620	269	351	0
kich	uc003nbz.3	uc011diz.1	NonRandom	236	139	236	139
kich	uc009xyw.2	uc001lcy.3	NonRandom	631	601	38	8
kich	uc002eil.2	uc002eim.2	NonRandom	568	567	1	0
kich	uc001hqr.2	uc001hqp.2	NonRandom	1719	937	844	62
kich	uc004fef.3	uc011mxz.1	NonRandom	603	488	115	0
kich	uc001slp.1	uc001slo.1	NonRandom	1903	711	1192	0
kich	uc003olv.3	uc010jwd.2	NonRandom	1205	107	1098	0
kich	uc003qxg.1	uc011ehb.1	NonRandom	678	552	126	0
kich	uc001byx.2	uc001byw.2	NonRandom	1049	491	563	5
kich	uc011boe.1	uc011bof.1	NonRandom	0	100	0	0
kich	uc003axx.2	uc003axy.2	NonRandom	463	285	178	0
kich	uc002kfb.3	uc002kez.2	NonRandom	187	187	0	0
kich	uc003onn.2	uc003onp.2	NonRandom	505	163	342	0
kich	uc001hjp.2	uc010ptm.1	NonRandom	273	221	52	0
kich	uc001wlq.2	uc001wlo.2	NonRandom	237	237	0	0
kich	uc003fpn.2	uc011brv.1	NonRandom	589	579	34	24
kich	uc009xio.1	uc010qay.1	NonRandom	894	729	165	0
kich	uc002hjl.2	uc010wch.1	NonRandom	897	897	0	0
kich	uc001nyy.2	uc001nyz.2	NonRandom	142	142	0	0
kich	uc010olf.1	uc010olg.1	NonRandom	1202	900	302	0
kich	uc002zcn.2	uc002zcm.2	NonRandom	108	473	0	365
kich	uc002gjm.1	uc010vul.1	NonRandom	404	0	0	0
kich	uc001suc.2	uc010sti.1	NonRandom	184	137	47	0
kich	uc010mhx.2	uc003zky.3	NonRandom	892	604	288	0
kich	uc011kdr.1	uc003ttr.2	NonRandom	601	483	601	483
kich	uc003jmt.2	uc011cpq.1	NonRandom	638	451	187	0
kich	uc001uxs.2	uc010tfc.1	NonRandom	619	595	24	0
kich	uc002dzw.2	uc002dzx.2	NonRandom	201	200	1	0
kich	uc003uae.1	uc003uaf.1	NonRandom	228	0	0	0
kich	uc002rsi.2	uc010ynv.1	NonRandom	981	245	736	0
kich	uc002zoh.3	uc002zog.2	NonRandom	220	0	0	0
kich	uc002qrq.1	uc002qrs.1	NonRandom	652	547	105	0
kich	uc002hzj.1	uc010cyc.1	NonRandom	794	764	30	0
kich	uc009wgu.2	uc001efh.3	NonRandom	189	79	110	0
kich	uc002imo.2	uc010wla.1	NonRandom	261	166	95	0
kich	uc001njz.2	uc001nkd.2	NonRandom	222	211	11	0
kich	uc003kkr.3	uc003kks.2	NonRandom	1058	422	636	0
kich	uc002lnl.2	uc010xfm.1	NonRandom	271	132	158	19
kich	uc002fbp.2	uc010cgk.2	NonRandom	395	0	0	0
kich	uc001nxk.1	uc010rmr.1	NonRandom	541	199	342	0
kich	uc001exr.2	uc010pcw.1	NonRandom	828	484	344	0
kich	uc002fut.2	uc010cka.2	NonRandom	562	0	0	0
kich	uc001qwe.1	uc009zgr.1	NonRandom	0	0	0	0
kich	uc001ppy.2	uc001ppx.2	NonRandom	1263	641	763	141
kich	uc001zcs.2	uc001zcr.2	NonRandom	1668	1748	0	80
kich	uc002ftz.3	uc010cjy.2	NonRandom	714	733	0	19
kich	uc010tyn.1	uc001yqi.2	NonRandom	222	0	0	0
kich	uc003wzu.1	uc003wzw.1	NonRandom	464	331	133	0
kich	uc003xeu.2	uc011laf.1	NonRandom	447	457	3	13
kich	uc001xng.2	uc001xni.2	NonRandom	495	325	170	0
kich	uc001oyb.2	uc001oyc.2	NonRandom	2215	2175	40	0
kich	uc003syc.2	uc011jzj.1	NonRandom	359	344	23	8
kich	uc002ytz.2	uc010gmq.2	NonRandom	129	129	0	0
kich	uc003vte.3	uc010lmv.2	NonRandom	118	0	0	0
kich	uc002qys.2	uc002qyt.2	NonRandom	292	141	170	19
kich	uc001knf.2	uc001kne.2	NonRandom	1297	312	986	1
kich	uc010qoq.1	uc001kln.2	NonRandom	383	371	12	0
kich	uc002euz.2	uc010vkh.1	NonRandom	1085	1054	39	8
kich	uc011bvk.1	uc003gex.1	NonRandom	817	887	0	70
kich	uc002rpp.1	uc002rpo.1	NonRandom	2071	383	1688	0
kich	uc003dwv.1	uc003dwu.1	NonRandom	305	312	1	8
kich	uc004bjz.2	uc004bkb.2	NonRandom	839	639	200	0
kich	uc001xbx.1	uc001xbw.1	NonRandom	492	379	113	0
kich	uc001ros.1	uc001rou.1	NonRandom	1835	1127	713	5
kich	uc002vdm.2	uc010zjf.1	NonRandom	191	199	32	40
kich	uc003dav.2	uc003daw.2	NonRandom	338	338	0	0
kich	uc010wbx.1	uc002hgu.2	NonRandom	865	947	0	82
kich	uc001vag.2	uc010tft.1	NonRandom	291	240	51	0
kich	uc004dos.1	uc004doq.1	NonRandom	746	816	0	70
kich	uc001wxs.3	uc010ans.2	NonRandom	1332	167	1165	0
kich	uc010syu.1	uc001tuw.2	NonRandom	0	816	0	0
kich	uc001dqa.2	uc001dpy.2	NonRandom	825	734	120	29
kich	uc001wqm.1	uc010amf.1	NonRandom	642	457	185	0
kich	uc003azx.2	uc003azy.2	NonRandom	273	303	23	53
kich	uc001iru.3	uc001irt.3	NonRandom	1943	1309	634	0
kich	uc001kkz.2	uc010qoh.1	NonRandom	795	583	212	0
kich	uc001gyo.1	uc001gym.1	NonRandom	568	204	370	6
kich	uc002unj.2	uc002unn.3	NonRandom	369	471	0	102
kich	uc001icr.2	uc001icw.2	NonRandom	1036	979	57	0
kich	uc001ffr.2	uc010pep.1	NonRandom	731	576	155	0
kich	uc002mng.2	uc002mnf.2	NonRandom	1616	540	1076	0
kich	uc002uor.2	uc002uou.2	NonRandom	519	501	56	38
kich	uc001noz.2	uc001npb.2	NonRandom	239	220	19	0
kich	uc010tjo.1	uc001vrv.3	NonRandom	721	646	75	0
kich	uc003grc.2	uc003grb.2	NonRandom	529	0	0	0
kich	uc003fxk.3	uc003fxl.3	NonRandom	738	302	500	64
kich	uc001kzu.2	uc010qrj.1	NonRandom	739	465	293	19
kich	uc003pkg.3	uc010kbo.2	NonRandom	205	119	86	0
kich	uc002hgg.2	uc010wbu.1	NonRandom	2839	0	0	0
kich	uc011lhu.1	uc010mch.2	NonRandom	839	502	337	0
kich	uc003uec.2	uc003ueb.1	NonRandom	273	136	180	43
kich	uc009zrv.2	uc001swv.2	NonRandom	294	696	0	402
kich	uc003vgp.1	uc010ljw.1	NonRandom	370	370	0	0
kich	uc003ght.2	uc011bvy.1	NonRandom	379	379	0	0
kich	uc004czp.2	uc004czn.3	NonRandom	682	0	0	0
kich	uc002xuv.1	uc010gid.2	NonRandom	581	205	386	10
kich	uc003ywp.2	uc003ywo.2	NonRandom	568	556	40	28
kich	uc003imz.2	uc011cij.1	NonRandom	373	193	180	0
kich	uc009wot.2	uc001fer.2	NonRandom	983	300	819	136
kich	uc002kat.3	uc010dic.2	NonRandom	608	0	0	0
